probe,f,T,eps_real,eps_imag
SY4,612680.0,112,84968.12107176374,52284.5942027918
SY4,618000.0,112,84796.98777010704,52067.3375044932
SY4,623366.0,112,84620.46128989004,51856.2979828365
SY4,628779.0,112,84435.37719481213,51653.726312732724
SY4,634239.0,112,84265.01521136127,51447.29398727356
SY4,639746.0,112,84086.2933128641,51239.712215359556
SY4,645301.0,112,83904.13278384227,51029.35612688071
SY4,650904.0,112,83738.60500398546,50820.232104305025
SY4,656556.0,112,83552.36499421649,50631.21182109029
SY4,662257.0,112,83380.1854767696,50427.04671185235
SY4,668007.0,112,83212.27303686844,50221.219634068315
SY4,673807.0,112,83037.08651892043,50015.89267299185
SY4,679658.0,112,82872.58122950792,49837.2048624768
SY4,685559.0,112,82689.94228610874,49622.2946847913
SY4,691512.0,112,82519.01097537256,49422.41273478635
SY4,697516.0,112,82347.54516523056,49233.05483741165
SY4,703573.0,112,82176.9771051512,49040.00554243463
SY4,709682.0,112,82008.6766263604,48847.02833224375
SY4,715844.0,112,81843.41456503254,48658.45550959255
SY4,722060.0,112,81673.18266748596,48465.84245144295
SY4,728330.0,112,81502.89222810815,48276.93190960836
SY4,734654.0,112,81337.64584835402,48087.62195836505
SY4,741033.0,112,81175.7515750232,47903.61652423403
SY4,747467.0,112,81005.61178484121,47718.04675641216
SY4,753957.0,112,80842.69871968095,47534.124194564334
SY4,760504.0,112,80680.35805484348,47348.13573251001
SY4,767107.0,112,80512.61547652114,47163.02191172332
SY4,773768.0,112,80351.01511838683,46994.92743522092
SY4,780487.0,112,80180.80265016519,46811.64902530905
SY4,787264.0,112,80022.98970596273,46630.415332721714
SY4,794099.0,112,79861.05797477053,46447.596691013394
SY4,800995.0,112,79702.50059052282,46272.76016053611
SY4,807950.0,112,79537.4219372805,46098.81249376989
SY4,814965.0,112,79371.4630600786,45907.92114303732
SY4,822041.0,112,79214.12387028981,45744.43498211803
SY4,829179.0,112,79057.81996414684,45571.412058821275
SY4,836379.0,112,78897.15200259711,45394.99710358993
SY4,843641.0,112,78741.37531819708,45229.30266745948
SY4,850966.0,112,78583.91779179542,45058.63460264878
